stage_is_copy,csv_size_mb,row_count,column_count,size_hint_ord,transform_count,agg_count,has_filter,has_join,has_groupby,has_aggregation,has_distinct,has_sort,stage_index,n_stages,is_final_stage,rec_workers,rec_diu,rec_memory_gb,rec_shuffle_partitions,rec_node_type
1,5.623061,32001,19,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,5.623061,32001,19,0,4,0,0,0,0,0,1,0,1,3,0,1,0,4.01,8,Standard_D4s_v3
0,5.623061,32001,19,0,0,3,0,0,1,1,0,0,2,3,1,1,0,4.01,8,Standard_D4s_v3
1,113.116881,942061,21,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,113.116881,942061,21,1,1,0,1,0,0,0,0,0,1,3,0,2,0,4.11,8,Standard_D4s_v3
0,113.116881,942061,21,1,1,1,1,0,1,1,0,0,2,3,1,4,0,4.17,8,Standard_D4s_v3
1,49.894107,291103,18,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,49.894107,291103,18,1,1,0,0,0,0,0,0,0,1,4,0,1,0,4.05,8,Standard_D4s_v3
0,49.894107,291103,18,1,2,0,0,1,0,0,0,0,2,4,0,2,0,4.08,8,Standard_D4s_v3
0,49.894107,291103,18,1,3,1,0,0,1,1,0,0,3,4,1,2,0,4.11,8,Standard_D4s_v3
1,0.709817,5665,23,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,0.709817,5665,23,0,3,0,1,0,0,0,0,0,1,4,0,0,0,4.0,8,Standard_D4s_v3
0,0.709817,5665,23,0,1,0,0,0,0,0,0,0,2,4,0,0,0,4.0,8,Standard_D4s_v3
0,0.709817,5665,23,0,4,3,0,0,1,1,0,0,3,4,1,1,0,4.0,8,Standard_D4s_v3
1,2.93127,30007,14,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,2.93127,30007,14,0,7,0,0,0,0,0,0,0,1,3,0,1,0,4.01,8,Standard_D4s_v3
0,2.93127,30007,14,0,2,0,1,0,0,0,0,0,2,3,1,0,0,4.01,8,Standard_D4s_v3
1,0.978885,6453,22,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3.0,8,Standard_D4s_v3
0,0.978885,6453,22,0,1,0,1,0,0,0,0,0,1,6,0,0,0,4.0,8,Standard_D4s_v3
0,0.978885,6453,22,0,3,0,1,0,0,0,0,0,2,6,0,0,0,4.0,8,Standard_D4s_v3
0,0.978885,6453,22,0,6,0,0,0,0,0,0,0,3,6,0,0,0,4.0,8,Standard_D4s_v3
0,0.978885,6453,22,0,6,0,1,0,0,0,0,0,4,6,0,0,0,4.0,8,Standard_D4s_v3
0,0.978885,6453,22,0,4,0,0,0,0,0,0,0,5,6,1,0,0,4.0,8,Standard_D4s_v3
1,3.451806,36733,14,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,3.451806,36733,14,0,2,0,0,1,0,0,0,0,1,4,0,1,0,4.01,8,Standard_D4s_v3
0,3.451806,36733,14,0,4,0,1,0,0,0,0,0,2,4,0,0,0,4.0,8,Standard_D4s_v3
0,3.451806,36733,14,0,5,0,0,0,0,0,0,0,3,4,1,0,0,4.0,8,Standard_D4s_v3
1,94.575211,884948,6,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,94.575211,884948,6,1,4,0,0,1,0,0,0,0,1,2,1,4,0,4.19,8,Standard_D4s_v3
1,294.16459,3481778,8,2,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,294.16459,3481778,8,2,6,0,1,0,0,0,0,1,1,4,0,4,0,4.31,8,Standard_D4s_v3
0,294.16459,3481778,8,2,3,0,0,0,0,0,0,1,2,4,0,4,0,4.45,8,Standard_D4s_v3
0,294.16459,3481778,8,2,2,0,1,0,0,0,0,0,3,4,1,4,0,4.36,8,Standard_D4s_v3
1,772.969841,5880174,24,2,0,0,0,0,0,0,0,0,0,2,0,0,3,4.5,8,Standard_D4s_v3
0,772.969841,5880174,24,2,0,1,1,0,1,1,0,0,1,2,1,4,0,5.92,16,Standard_D4s_v3
1,2969.304804,19669815,8,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,2969.304804,19669815,8,2,4,0,1,0,0,0,0,0,1,3,0,4,0,7.88,32,Standard_D4s_v3
0,2969.304804,19669815,8,2,1,2,0,0,1,1,0,0,2,3,1,4,0,9.48,64,Standard_D4s_v3
1,1.273127,8029,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,1.273127,8029,5,0,2,0,0,0,0,0,0,0,1,2,1,0,0,4.0,8,Standard_D4s_v3
1,1097.544849,7033700,12,2,0,0,0,0,0,0,0,0,0,4,0,0,4,6.0,8,Standard_D4s_v3
0,1097.544849,7033700,12,2,2,0,1,0,0,0,0,0,1,4,0,4,0,5.06,8,Standard_D4s_v3
0,1097.544849,7033700,12,2,3,0,1,0,0,0,0,0,2,4,0,4,0,5.15,8,Standard_D4s_v3
0,1097.544849,7033700,12,2,2,2,1,0,1,1,0,0,3,4,1,4,0,6.25,32,Standard_D4s_v3
1,1281.754302,7598771,12,2,0,0,0,0,0,0,0,0,0,4,0,0,6,9.0,8,Standard_D4s_v3
0,1281.754302,7598771,12,2,3,0,0,0,0,0,0,0,1,4,0,4,0,5.63,16,Standard_D4s_v3
0,1281.754302,7598771,12,2,3,0,1,0,0,0,0,0,2,4,0,4,0,5.68,16,Standard_D4s_v3
0,1281.754302,7598771,12,2,0,0,1,0,0,0,0,0,3,4,1,4,0,4.95,8,Standard_D4s_v3
1,65.238546,313273,7,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,65.238546,313273,7,1,4,0,0,0,0,0,0,0,1,4,0,1,0,4.08,8,Standard_D4s_v3
0,65.238546,313273,7,1,6,0,1,0,0,0,0,1,2,4,0,1,0,4.07,8,Standard_D4s_v3
0,65.238546,313273,7,1,2,0,1,0,0,0,0,0,3,4,1,1,0,4.06,8,Standard_D4s_v3
1,63.156701,454303,8,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,63.156701,454303,8,1,1,0,0,0,0,0,0,1,1,4,0,2,0,4.1,8,Standard_D4s_v3
0,63.156701,454303,8,1,0,0,0,0,0,0,0,0,2,4,0,1,0,4.1,8,Standard_D4s_v3
0,63.156701,454303,8,1,3,3,1,0,1,1,0,1,3,4,1,4,0,4.25,8,Standard_D4s_v3
1,153.914968,1349778,22,2,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,153.914968,1349778,22,2,2,0,1,0,0,0,0,0,1,5,0,3,0,4.21,8,Standard_D4s_v3
0,153.914968,1349778,22,2,2,0,0,0,0,0,0,0,2,5,0,3,0,4.17,8,Standard_D4s_v3
0,153.914968,1349778,22,2,0,0,0,0,0,0,0,0,3,5,0,2,0,4.17,8,Standard_D4s_v3
0,153.914968,1349778,22,2,0,3,0,0,1,1,0,0,4,5,1,4,0,4.34,8,Standard_D4s_v3
1,10151.828117,58313314,28,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,10151.828117,58313314,28,2,7,0,1,0,0,0,0,0,1,3,0,4,0,16.4,64,Standard_D4s_v3
0,10151.828117,58313314,28,2,3,0,1,0,0,0,1,0,2,3,1,4,0,18.11,128,Standard_D4s_v3
1,339.792532,4566096,5,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,339.792532,4566096,5,2,1,0,1,0,0,0,0,0,1,3,0,4,0,4.45,8,Standard_D4s_v3
0,339.792532,4566096,5,2,1,0,0,0,0,0,0,0,2,3,1,4,0,4.4,8,Standard_D4s_v3
1,546.396529,4738561,19,2,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,546.396529,4738561,19,2,2,0,0,0,0,0,0,0,1,4,0,4,0,4.51,8,Standard_D4s_v3
0,546.396529,4738561,19,2,3,0,1,0,0,0,0,0,2,4,0,4,0,4.59,8,Standard_D4s_v3
0,546.396529,4738561,19,2,1,0,1,0,0,0,0,0,3,4,1,4,0,4.71,8,Standard_D4s_v3
1,64.373793,853868,18,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,64.373793,853868,18,1,0,0,1,0,0,0,0,0,1,2,1,2,0,4.1,8,Standard_D4s_v3
1,4.625559,40725,28,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,4.625559,40725,28,0,1,0,0,1,0,0,0,0,1,3,0,1,0,4.01,8,Standard_D4s_v3
0,4.625559,40725,28,0,5,0,0,0,0,0,0,1,2,3,1,1,0,4.01,8,Standard_D4s_v3
1,0.675787,4055,26,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,0.675787,4055,26,0,6,0,1,0,0,0,1,0,1,4,0,0,0,4.0,8,Standard_D4s_v3
0,0.675787,4055,26,0,5,0,1,0,0,0,0,0,2,4,0,0,0,4.0,8,Standard_D4s_v3
0,0.675787,4055,26,0,2,0,0,0,0,0,0,0,3,4,1,0,0,4.0,8,Standard_D4s_v3
1,0.764136,8692,26,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,0.764136,8692,26,0,4,3,1,0,1,1,0,0,1,2,1,1,0,4.0,8,Standard_D4s_v3
1,514.908545,3966686,8,2,0,0,0,0,0,0,0,0,0,6,0,0,3,4.5,8,Standard_D4s_v3
0,514.908545,3966686,8,2,2,0,1,0,0,0,0,0,1,6,0,4,0,5.14,8,Standard_D4s_v3
0,514.908545,3966686,8,2,5,0,0,0,0,0,0,1,2,6,0,4,0,4.86,8,Standard_D4s_v3
0,514.908545,3966686,8,2,2,0,1,0,0,0,0,0,3,6,0,4,0,5.1,8,Standard_D4s_v3
0,514.908545,3966686,8,2,4,0,1,0,0,0,0,0,4,6,0,4,0,4.91,8,Standard_D4s_v3
0,514.908545,3966686,8,2,2,0,0,0,0,0,0,0,5,6,1,4,0,4.83,8,Standard_D4s_v3
1,250.612967,1957976,20,2,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,250.612967,1957976,20,2,3,0,1,0,0,0,1,0,1,5,0,4,0,4.33,8,Standard_D4s_v3
0,250.612967,1957976,20,2,1,0,0,0,0,0,0,0,2,5,0,3,0,4.36,8,Standard_D4s_v3
0,250.612967,1957976,20,2,3,0,1,0,0,0,0,0,3,5,0,4,0,4.29,8,Standard_D4s_v3
0,250.612967,1957976,20,2,3,1,0,0,1,1,0,0,4,5,1,4,0,4.41,8,Standard_D4s_v3
1,44.283793,630422,5,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,44.283793,630422,5,1,3,0,0,0,0,0,0,0,1,2,1,2,0,4.04,8,Standard_D4s_v3
1,74.482692,593953,23,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,74.482692,593953,23,1,5,0,0,0,0,0,0,0,1,4,0,2,0,4.18,8,Standard_D4s_v3
0,74.482692,593953,23,1,1,0,0,0,0,0,0,0,2,4,0,2,0,4.13,8,Standard_D4s_v3
0,74.482692,593953,23,1,4,3,0,0,1,1,1,0,3,4,1,4,0,4.36,8,Standard_D4s_v3
1,8.995146,86702,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,8.995146,86702,5,1,2,0,1,0,0,0,0,0,1,4,0,1,0,4.01,8,Standard_D4s_v3
0,8.995146,86702,5,1,0,0,0,0,0,0,0,0,2,4,0,1,0,4.01,8,Standard_D4s_v3
0,8.995146,86702,5,1,0,1,1,0,1,1,0,0,3,4,1,1,0,4.02,8,Standard_D4s_v3
1,101.98691,798452,11,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,101.98691,798452,11,1,0,0,0,0,0,0,0,0,1,4,0,2,0,4.11,8,Standard_D4s_v3
0,101.98691,798452,11,1,2,0,0,0,0,0,0,0,2,4,0,2,0,4.12,8,Standard_D4s_v3
0,101.98691,798452,11,1,7,0,1,0,0,0,0,1,3,4,1,3,0,4.15,8,Standard_D4s_v3
1,2673.5384,23040169,6,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,2673.5384,23040169,6,2,0,0,0,0,0,0,0,0,1,3,0,4,0,6.34,16,Standard_D4s_v3
0,2673.5384,23040169,6,2,4,0,0,0,0,0,0,0,2,3,1,4,0,6.87,32,Standard_D4s_v3
1,85.408234,950006,20,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,85.408234,950006,20,1,5,1,0,0,1,1,0,0,1,2,1,4,0,4.17,8,Standard_D4s_v3
1,5296.205994,35418391,22,2,0,0,0,0,0,0,0,0,0,2,0,0,8,12.0,8,Standard_D4s_v3
0,5296.205994,35418391,22,2,1,1,1,0,1,1,0,0,1,2,1,4,0,17.23,128,Standard_D4s_v3
1,1.893232,12661,20,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,1.893232,12661,20,0,1,0,0,0,0,0,0,0,1,3,0,0,0,4.0,8,Standard_D4s_v3
0,1.893232,12661,20,0,6,0,1,0,0,0,0,0,2,3,1,0,0,4.0,8,Standard_D4s_v3
1,1.191871,14637,17,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,1.191871,14637,17,0,1,0,0,0,0,0,0,0,1,3,0,0,0,4.0,8,Standard_D4s_v3
0,1.191871,14637,17,0,2,1,1,0,1,1,1,0,2,3,1,1,0,4.0,8,Standard_D4s_v3
1,31.375726,627808,16,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,31.375726,627808,16,1,3,0,0,0,0,0,0,0,1,3,0,2,0,4.04,8,Standard_D4s_v3
0,31.375726,627808,16,1,4,0,1,0,0,0,0,1,2,3,1,2,0,4.03,8,Standard_D4s_v3
1,14264.23278,103461905,26,2,0,0,0,0,0,0,0,0,0,4,0,0,8,12.0,8,Standard_D4s_v3
0,14264.23278,103461905,26,2,1,0,1,0,0,0,0,0,1,4,0,4,0,25.74,128,Standard_D4s_v3
0,14264.23278,103461905,26,2,8,0,0,0,0,0,0,0,2,4,0,4,0,31.72,200,Standard_D4s_v3
0,14264.23278,103461905,26,2,5,0,0,0,0,0,0,0,3,4,1,4,0,25.17,200,Standard_D4s_v3
1,5.788568,35048,7,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,5.788568,35048,7,0,1,0,0,1,0,0,0,0,1,5,0,1,0,4.01,8,Standard_D4s_v3
0,5.788568,35048,7,0,2,0,1,0,0,0,0,0,2,5,0,0,0,4.01,8,Standard_D4s_v3
0,5.788568,35048,7,0,5,0,0,0,0,0,0,0,3,5,0,0,0,4.01,8,Standard_D4s_v3
0,5.788568,35048,7,0,3,0,0,0,0,0,0,0,4,5,1,0,0,4.01,8,Standard_D4s_v3
1,13.368164,114373,22,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,13.368164,114373,22,1,1,0,0,0,0,0,0,0,1,4,0,1,0,4.01,8,Standard_D4s_v3
0,13.368164,114373,22,1,3,0,1,0,0,0,0,1,2,4,0,1,0,4.02,8,Standard_D4s_v3
0,13.368164,114373,22,1,1,2,1,0,1,1,0,0,3,4,1,1,0,4.03,8,Standard_D4s_v3
1,1380.87762,8091179,13,2,0,0,0,0,0,0,0,0,0,3,0,0,5,7.5,8,Standard_D4s_v3
0,1380.87762,8091179,13,2,4,0,1,0,0,0,0,0,1,3,0,4,0,5.74,16,Standard_D4s_v3
0,1380.87762,8091179,13,2,4,0,0,0,0,0,0,0,2,3,1,4,0,5.69,16,Standard_D4s_v3
1,62.190078,480452,6,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,62.190078,480452,6,1,5,0,1,0,0,0,0,0,1,3,0,1,0,4.08,8,Standard_D4s_v3
0,62.190078,480452,6,1,3,0,0,0,0,0,0,0,2,3,1,1,0,4.09,8,Standard_D4s_v3
1,8422.487278,75561702,7,2,0,0,0,0,0,0,0,0,0,2,0,0,8,12.0,8,Standard_D4s_v3
0,8422.487278,75561702,7,2,2,0,0,0,0,0,1,0,1,2,1,4,0,21.94,128,Standard_D4s_v3
1,1006.950018,6426486,24,2,0,0,0,0,0,0,0,0,0,4,0,0,4,6.0,8,Standard_D4s_v3
0,1006.950018,6426486,24,2,4,0,0,0,0,0,0,0,1,4,0,4,0,5.27,8,Standard_D4s_v3
0,1006.950018,6426486,24,2,1,0,0,0,0,0,0,0,2,4,0,4,0,5.14,8,Standard_D4s_v3
0,1006.950018,6426486,24,2,6,1,0,0,1,1,0,0,3,4,1,4,0,5.97,16,Standard_D4s_v3
1,902.562795,6594182,16,2,0,0,0,0,0,0,0,0,0,3,0,0,4,6.0,8,Standard_D4s_v3
0,902.562795,6594182,16,2,3,0,0,0,0,0,0,0,1,3,0,4,0,5.06,8,Standard_D4s_v3
0,902.562795,6594182,16,2,3,0,0,0,0,0,0,0,2,3,1,4,0,5.12,8,Standard_D4s_v3
1,13176.627136,86772303,24,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,13176.627136,86772303,24,2,3,0,0,0,0,0,0,0,1,3,0,4,0,25.28,200,Standard_D4s_v3
0,13176.627136,86772303,24,2,1,1,0,0,1,1,0,1,2,3,1,4,0,43.51,200,Standard_DS4_v2
1,269.325717,1857803,7,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,269.325717,1857803,7,2,4,0,0,0,0,0,0,0,1,3,0,4,0,4.28,8,Standard_D4s_v3
0,269.325717,1857803,7,2,8,0,1,0,0,0,0,0,2,3,1,4,0,4.39,8,Standard_D4s_v3
1,126.972621,755002,6,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,126.972621,755002,6,1,2,0,0,0,0,0,0,0,1,3,0,2,0,4.17,8,Standard_D4s_v3
0,126.972621,755002,6,1,2,1,1,0,1,1,0,0,2,3,1,4,0,4.37,8,Standard_D4s_v3
1,5.1456,41520,17,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,5.1456,41520,17,0,1,0,1,0,0,0,0,0,1,3,0,1,0,4.01,8,Standard_D4s_v3
0,5.1456,41520,17,0,1,0,0,0,0,0,0,0,2,3,1,1,0,4.01,8,Standard_D4s_v3
1,48.865185,446597,24,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,48.865185,446597,24,1,6,0,1,0,0,0,0,0,1,4,0,2,0,4.1,8,Standard_D4s_v3
0,48.865185,446597,24,1,3,0,0,0,0,0,0,0,2,4,0,2,0,4.09,8,Standard_D4s_v3
0,48.865185,446597,24,1,5,0,0,0,0,0,0,1,3,4,1,3,0,4.09,8,Standard_D4s_v3
1,2.567038,17152,9,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,2.567038,17152,9,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4.0,8,Standard_D4s_v3
0,2.567038,17152,9,0,5,0,0,0,0,0,0,0,2,5,0,0,0,4.0,8,Standard_D4s_v3
0,2.567038,17152,9,0,1,0,0,0,0,0,0,0,3,5,0,0,0,4.0,8,Standard_D4s_v3
0,2.567038,17152,9,0,2,0,0,0,0,0,0,0,4,5,1,0,0,4.0,8,Standard_D4s_v3
1,4.734959,33402,16,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,4.734959,33402,16,0,3,0,1,0,0,0,0,0,1,4,0,0,0,4.0,8,Standard_D4s_v3
0,4.734959,33402,16,0,2,0,1,0,0,0,0,0,2,4,0,0,0,4.01,8,Standard_D4s_v3
0,4.734959,33402,16,0,1,0,1,0,0,0,0,1,3,4,1,1,0,4.01,8,Standard_D4s_v3
1,0.953351,7191,15,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,0.953351,7191,15,0,1,0,1,0,0,0,0,0,1,3,0,0,0,4.0,8,Standard_D4s_v3
0,0.953351,7191,15,0,2,0,1,0,0,0,0,0,2,3,1,0,0,4.0,8,Standard_D4s_v3
1,169.584879,1186793,7,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,169.584879,1186793,7,2,3,0,0,0,0,0,0,1,1,3,0,4,0,4.23,8,Standard_D4s_v3
0,169.584879,1186793,7,2,3,0,0,0,0,0,0,0,2,3,1,2,0,4.24,8,Standard_D4s_v3
1,0.173799,1126,28,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,0.173799,1126,28,0,4,0,1,0,0,0,0,0,1,3,0,0,0,4.0,8,Standard_D4s_v3
0,0.173799,1126,28,0,2,1,1,0,1,1,0,0,2,3,1,1,0,4.0,8,Standard_D4s_v3
1,4.994707,48416,22,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,4.994707,48416,22,0,6,0,0,0,0,0,0,0,1,4,0,1,0,4.01,8,Standard_D4s_v3
0,4.994707,48416,22,0,1,0,0,0,0,0,0,0,2,4,0,0,0,4.01,8,Standard_D4s_v3
0,4.994707,48416,22,0,2,0,1,0,0,0,0,0,3,4,1,0,0,4.01,8,Standard_D4s_v3
1,6.457211,45282,7,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3.0,8,Standard_D4s_v3
0,6.457211,45282,7,0,1,0,1,0,0,0,0,0,1,6,0,0,0,4.01,8,Standard_D4s_v3
0,6.457211,45282,7,0,2,0,1,0,0,0,0,0,2,6,0,0,0,4.01,8,Standard_D4s_v3
0,6.457211,45282,7,0,3,0,1,1,0,0,0,1,3,6,0,1,0,4.01,8,Standard_D4s_v3
0,6.457211,45282,7,0,6,0,0,0,0,0,0,0,4,6,0,1,0,4.01,8,Standard_D4s_v3
0,6.457211,45282,7,0,6,0,0,0,0,0,0,0,5,6,1,1,0,4.01,8,Standard_D4s_v3
1,5.148786,41313,23,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,5.148786,41313,23,0,1,0,1,0,0,0,0,0,1,4,0,0,0,4.01,8,Standard_D4s_v3
0,5.148786,41313,23,0,6,0,1,0,0,0,0,0,2,4,0,1,0,4.01,8,Standard_D4s_v3
0,5.148786,41313,23,0,7,1,0,0,1,1,0,0,3,4,1,1,0,4.01,8,Standard_D4s_v3
1,610.672846,5671381,7,2,0,0,0,0,0,0,0,0,0,4,0,0,3,4.5,8,Standard_D4s_v3
0,610.672846,5671381,7,2,1,0,0,1,0,0,0,0,1,4,0,4,0,5.04,8,Standard_D4s_v3
0,610.672846,5671381,7,2,3,0,1,1,0,0,0,0,2,4,0,4,0,5.2,16,Standard_D4s_v3
0,610.672846,5671381,7,2,1,0,0,0,0,0,0,0,3,4,1,4,0,4.74,8,Standard_D4s_v3
1,130.541253,845496,25,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,130.541253,845496,25,1,5,0,0,0,0,0,0,0,1,3,0,2,0,4.13,8,Standard_D4s_v3
0,130.541253,845496,25,1,3,3,1,0,1,1,0,0,2,3,1,4,0,4.37,8,Standard_D4s_v3
1,76.245738,451505,5,1,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,76.245738,451505,5,1,1,0,1,0,0,0,0,0,1,5,0,1,0,4.07,8,Standard_D4s_v3
0,76.245738,451505,5,1,1,0,0,0,0,0,1,0,2,5,0,2,0,4.08,8,Standard_D4s_v3
0,76.245738,451505,5,1,5,0,0,0,0,0,0,0,3,5,0,1,0,4.08,8,Standard_D4s_v3
0,76.245738,451505,5,1,2,0,1,0,0,0,0,1,4,5,1,2,0,4.1,8,Standard_D4s_v3
1,39.748488,322437,11,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,39.748488,322437,11,1,4,0,1,0,0,0,1,0,1,3,0,2,0,4.05,8,Standard_D4s_v3
0,39.748488,322437,11,1,2,3,0,0,1,1,0,0,2,3,1,3,0,4.12,8,Standard_D4s_v3
1,6965.893747,63351255,18,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,6965.893747,63351255,18,2,4,0,1,0,0,0,0,0,1,3,0,4,0,16.5,128,Standard_D4s_v3
0,6965.893747,63351255,18,2,2,3,1,0,1,1,0,0,2,3,1,4,0,29.69,200,Standard_D4s_v3
1,111.632908,716542,9,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,111.632908,716542,9,1,2,1,0,0,1,1,0,0,1,2,1,4,0,4.16,8,Standard_D4s_v3
1,41.854762,583298,6,1,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,41.854762,583298,6,1,4,0,0,0,0,0,0,0,1,5,0,2,0,4.07,8,Standard_D4s_v3
0,41.854762,583298,6,1,2,0,1,0,0,0,0,0,2,5,0,1,0,4.04,8,Standard_D4s_v3
0,41.854762,583298,6,1,3,0,1,0,0,0,0,0,3,5,0,1,0,4.05,8,Standard_D4s_v3
0,41.854762,583298,6,1,2,0,0,0,0,0,0,0,4,5,1,1,0,4.05,8,Standard_D4s_v3
1,2451.572916,15291560,11,2,0,0,0,0,0,0,0,0,0,4,0,0,8,12.0,8,Standard_D4s_v3
0,2451.572916,15291560,11,2,3,0,1,0,0,0,0,1,1,4,0,4,0,7.43,32,Standard_D4s_v3
0,2451.572916,15291560,11,2,2,0,0,0,0,0,0,0,2,4,0,4,0,6.9,16,Standard_D4s_v3
0,2451.572916,15291560,11,2,3,1,0,0,1,1,0,0,3,4,1,4,0,9.0,64,Standard_D4s_v3
1,15.666005,156143,13,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,15.666005,156143,13,1,2,0,0,0,0,0,0,0,1,4,0,1,0,4.02,8,Standard_D4s_v3
0,15.666005,156143,13,1,2,0,0,0,0,0,0,0,2,4,0,1,0,4.02,8,Standard_D4s_v3
0,15.666005,156143,13,1,5,0,1,0,0,0,0,1,3,4,1,1,0,4.02,8,Standard_D4s_v3
1,7311.427161,111470192,9,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,7311.427161,111470192,9,2,2,0,0,0,0,0,0,0,1,3,0,4,0,10.6,64,Standard_D4s_v3
0,7311.427161,111470192,9,2,3,0,1,0,0,0,1,0,2,3,1,4,0,14.9,64,Standard_D4s_v3
1,621.495547,5581706,5,2,0,0,0,0,0,0,0,0,0,3,0,0,3,4.5,8,Standard_D4s_v3
0,621.495547,5581706,5,2,2,0,1,0,0,0,0,0,1,3,0,4,0,4.82,8,Standard_D4s_v3
0,621.495547,5581706,5,2,2,0,0,0,0,0,0,0,2,3,1,4,0,4.58,8,Standard_D4s_v3
1,16802.654911,113494622,26,2,0,0,0,0,0,0,0,0,0,4,0,0,8,12.0,8,Standard_D4s_v3
0,16802.654911,113494622,26,2,3,0,1,1,0,0,1,0,1,4,0,4,0,40.7,200,Standard_D4s_v3
